filename,xmin,ymin,xmax,ymax,fracture_visible
0410_0572050806_01_WRI-L1_F006.png,6,870,28,900,1
0410_0572050806_01_WRI-L1_F006.png,145,349,230,398,1
0410_0572050842_01_WRI-L2_F006.png,8,66,26,100,1
0410_0572050842_01_WRI-L2_F006.png,181,353,268,427,1
0410_0572050842_01_WRI-L2_F006.png,2,785,12,798,1
0411_0523911900_01_WRI-L1_M013.png,35,171,108,284,1
0411_0523911900_01_WRI-L1_M013.png,271,495,460,575,1
0411_0523911917_01_WRI-L2_M013.png,29,124,105,240,1
0411_0523911917_01_WRI-L2_M013.png,180,416,324,503,1
0411_0523911917_01_WRI-L2_M013.png,289,394,375,675,1
0412_1230151360_01_WRI-R1_O016.png,589,892,642,958,1
0412_1230151390_01_WRI-R2_O016.png,412,877,451,942,1
0413_0483646812_01_WRI-L1_M013.png,5,1017,55,1094,
0413_0483646843_01_WRI-L2_M013.png,0,838,38,915,
0413_0483646843_01_WRI-L2_M013.png,15,271,37,302,
0413_0483646843_01_WRI-L2_M013.png,117,507,278,568,1
0414_0799046442_01_WRI-L1_F014.png,43,881,93,952,1
0414_0799046492_01_WRI-L2_F014.png,133,481,271,563,1
0415_1025858282_01_WRI-L1_F012.png,464,465,481,490,1
0415_1025858305_01_WRI-L2_F012.png,36,672,85,738,1
0416_0271880815_01_WRI-L1_F010.png,281,633,432,696,1
0416_0271880815_01_WRI-L1_F010.png,10,606,58,676,1
0416_0271880844_01_WRI-L2_F010.png,83,368,101,402,1
0416_0271880844_01_WRI-L2_F010.png,175,548,302,611,1
0416_0370547593_02_WRI-L1_F013.png,25,388,82,450,1
0416_0370547649_02_WRI-L2_F013.png,62,340,108,401,1
0417_0697542554_01_WRI-R1_F008.png,2,705,61,820,1
0417_0697542589_01_WRI-R2_F008.png,24,232,65,349,1
0417_0697542589_01_WRI-R2_F008.png,44,799,69,827,
0417_0727170640_02_WRI-R1_F009.png,147,466,176,500,
0417_0727170640_02_WRI-R1_F009.png,185,426,323,504,
0417_0727170640_02_WRI-R1_F009.png,174,409,199,516,
0417_0727170640_02_WRI-R1_F009.png,300,406,329,525,1
0417_0727170681_02_WRI-R2_F009.png,108,497,139,533,1
0417_0727170681_02_WRI-R2_F009.png,183,404,293,478,1
0417_0727170681_02_WRI-R2_F009.png,172,383,212,624,1
0417_0727170681_02_WRI-R2_F009.png,274,423,290,561,1
0417_0727766414_03_WRI-R1_F009.png,444,1136,483,1177,1
0417_0727766414_03_WRI-R1_F009.png,519,647,663,741,1
0417_0727766414_03_WRI-R1_F009.png,512,648,548,776,1
0417_0727766468_03_WRI-R2_F009.png,406,990,447,1033,1
0417_0727766468_03_WRI-R2_F009.png,536,550,667,641,1
0417_0727766468_03_WRI-R2_F009.png,533,515,574,808,1
0417_0727766468_03_WRI-R2_F009.png,634,528,672,773,1
0417_0731493275_04_WRI-R1_F009.png,478,958,537,1068,1
0417_0731493275_04_WRI-R1_F009.png,175,550,307,629,1
0417_0731493327_04_WRI-R2_F009.png,385,244,472,364,1
0417_0731493327_04_WRI-R2_F009.png,236,539,356,640,1
0417_0731493327_04_WRI-R2_F009.png,242,545,281,678,
0418_0984031924_01_WRI-L1_M008.png,449,592,573,686,
0418_0984031924_01_WRI-L1_M008.png,334,694,412,773,
0418_0984031924_01_WRI-L1_M008.png,43,193,89,266,
0418_0984032020_02_WRI-L2_M008.png,258,480,359,557,1
0418_0984032020_02_WRI-L2_M008.png,232,581,303,647,1
0418_0984032020_02_WRI-L2_M008.png,93,115,138,187,
0418_0984897438_03_WRI-L1_M008.png,240,647,370,735,
0418_0984897438_03_WRI-L1_M008.png,146,749,224,820,
0418_0984897438_03_WRI-L1_M008.png,29,1130,97,1199,
0418_0984897525_03_WRI-L2_M008.png,344,384,448,466,1
0418_0984897525_03_WRI-L2_M008.png,298,437,376,493,1
0418_0984897525_03_WRI-L2_M008.png,132,32,174,109,1
0418_0986372179_04_WRI-L1_M008.png,227,347,355,425,1
0418_0986372179_04_WRI-L1_M008.png,112,408,192,491,1
0418_0986372179_04_WRI-L1_M008.png,313,297,389,639,1
0418_0986372179_04_WRI-L1_M008.png,115,471,129,754,1
0418_0986372179_04_WRI-L1_M008.png,4,63,41,138,1
0418_0986372204_04_WRI-L2_M008.png,204,357,329,426,1
0418_0986372204_04_WRI-L2_M008.png,13,152,65,229,1
0419_0774085134_01_WRI-L1_F015.png,6,311,32,380,1
0419_0774085169_01_WRI-L2_F015.png,18,227,54,292,1
0420_1262534729_01_WRI-R1_F010.png,240,397,395,479,1
0420_1262534729_01_WRI-R1_F010.png,572,201,616,275,1
0420_1262534763_01_WRI-R2_F010.png,207,381,333,459,1
0421_1100503488_01_WRI-L1_F006.png,39,149,80,221,1
0421_1100503488_01_WRI-L1_F006.png,109,376,174,411,
0421_1100503488_01_WRI-L1_F006.png,234,360,340,419,
0421_1100503522_01_WRI-L2_F006.png,95,245,129,314,
0421_1100503522_01_WRI-L2_F006.png,273,441,355,511,
0421_1100503522_01_WRI-L2_F006.png,262,479,322,525,1
0421_1100503522_01_WRI-L2_F006.png,325,390,408,616,1
0421_1102136498_02_WRI-L1_F006.png,4,310,63,422,1
0421_1102136498_02_WRI-L1_F006.png,280,431,388,511,1
0421_1102136498_02_WRI-L1_F006.png,150,497,211,565,1
0421_1102136498_02_WRI-L1_F006.png,203,451,225,687,1
0421_1102136542_02_WRI-L2_F006.png,62,247,108,363,
0421_1102136542_02_WRI-L2_F006.png,236,418,315,491,1
0422_1293786412_01_WRI-L1_M010.png,641,590,682,660,
0422_1293786412_01_WRI-L1_M010.png,313,611,474,711,
0422_1293786440_01_WRI-L2_M010.png,4,57,21,80,
0422_1293786440_01_WRI-L2_M010.png,256,622,397,728,
0422_1293788656_02_WRI-R1_M010.png,649,88,694,159,
0422_1293788656_02_WRI-R1_M010.png,246,522,392,607,
0422_1293788656_02_WRI-R1_M010.png,474,598,588,673,
0422_1293788656_02_WRI-R1_M010.png,85,222,404,780,
0422_1293788656_02_WRI-R1_M010.png,502,512,554,868,
0422_1293788695_02_WRI-R2_M010.png,541,91,567,119,
0422_1293788695_02_WRI-R2_M010.png,331,589,456,667,
0422_1293788695_02_WRI-R2_M010.png,309,251,415,874,
0422_1294991018_03_WRI-L1_M010.png,0,838,60,897,
0422_1294991018_03_WRI-L1_M010.png,194,443,364,596,
0422_1294991018_03_WRI-L1_M010.png,320,497,366,721,
0422_1294991061_03_WRI-L2_M010.png,477,62,497,93,
0422_1294991061_03_WRI-L2_M010.png,477,408,499,474,1
0422_1294991061_03_WRI-L2_M010.png,177,516,329,640,1
0422_1294991061_03_WRI-L2_M010.png,164,501,240,809,1
0422_1296201520_04_WRI-L1_M010.png,54,283,112,349,1
0422_1296201520_04_WRI-L1_M010.png,231,573,372,733,1
0422_1296201520_04_WRI-L1_M010.png,327,648,374,904,1
0422_1296201520_04_WRI-L1_M010.png,229,602,254,803,
0422_1296201568_04_WRI-L2_M010.png,10,77,30,109,
0422_1296201568_04_WRI-L2_M010.png,96,518,237,640,1
0422_1296201568_04_WRI-L2_M010.png,328,83,350,150,1
0422_1296201568_04_WRI-L2_M010.png,95,512,132,694,1
0422_1296201568_04_WRI-L2_M010.png,194,485,240,663,1
0423_0942462982_01_WRI-L1_F003.png,253,604,344,666,
0423_0942462982_01_WRI-L1_F003.png,90,1055,117,1096,
0423_0942462982_01_WRI-L1_F003.png,170,562,235,609,
0423_0942463026_02_WRI-L2_F003.png,66,695,82,723,
0423_0942463026_02_WRI-L2_F003.png,234,324,299,379,
0424_1002614166_01_WRI-L1_M011.png,545,898,567,933,
0424_1002614201_01_WRI-L2_M011.png,286,897,310,936,
0424_1002614234_01_WRI-R1_M011.png,63,941,96,974,
0424_1002614234_01_WRI-R1_M011.png,233,691,364,785,1
0424_1002614279_01_WRI-R2_M011.png,45,964,75,997,
0424_1002614279_01_WRI-R2_M011.png,321,638,426,726,1
0424_1002614279_01_WRI-R2_M011.png,213,442,309,985,
0424_1003217942_02_WRI-R1_M011.png,557,971,612,1043,1
0424_1003217942_02_WRI-R1_M011.png,175,623,309,730,1
0424_1003218030_03_WRI-R2_M011.png,467,945,510,1013,1
0424_1003218030_03_WRI-R2_M011.png,279,455,392,544,1
0425_0764817232_01_WRI-R1_M007.png,643,378,671,412,1
0425_0764817232_01_WRI-R1_M007.png,696,417,724,489,1
0425_0764817232_01_WRI-R1_M007.png,287,615,417,694,1
0425_0764817325_01_WRI-R2_M007.png,448,100,475,136,1
0425_0764817325_01_WRI-R2_M007.png,494,8,508,73,1
0425_0764817325_01_WRI-R2_M007.png,238,589,335,656,1
0425_0765218854_02_WRI-R1_M007.png,205,953,269,1022,
0425_0765218854_02_WRI-R1_M007.png,354,590,476,668,
0425_0765218967_02_WRI-R2_M007.png,592,69,618,139,1
0425_0765218967_02_WRI-R2_M007.png,294,513,388,601,1
0425_0765729738_03_WRI-R1_M007.png,637,934,693,1018,1
0425_0765729798_03_WRI-R2_M007.png,780,157,829,229,1
0425_0765729798_03_WRI-R2_M007.png,407,627,500,731,
0426_0435529843_01_WRI-L1_F003.png,6,201,54,331,
0426_0435529883_01_WRI-L2_F003.png,2,45,16,68,
0427_0208622503_01_WRI-L1_M012.png,29,512,58,557,
0427_0208622503_01_WRI-L1_M012.png,35,575,59,587,
0427_0208622503_01_WRI-L1_M012.png,377,491,745,892,1
0427_0208622503_01_WRI-L1_M012.png,404,674,582,764,
0427_0208622503_01_WRI-L1_M012.png,239,681,363,757,
0427_0208622585_01_WRI-L2_M012.png,59,218,106,292,1
0427_0208622585_01_WRI-L2_M012.png,348,404,388,768,1
0427_0208622585_01_WRI-L2_M012.png,345,594,471,665,
0427_0208622585_01_WRI-L2_M012.png,420,390,483,747,
0427_0208978927_02_WRI-L1_M012.png,109,247,140,299,
0427_0208978927_02_WRI-L1_M012.png,11,1241,68,1315,1
0427_0208978927_02_WRI-L1_M012.png,296,393,689,796,
0427_0208978927_02_WRI-L1_M012.png,334,608,507,676,
0427_0208978977_02_WRI-L2_M012.png,31,162,67,237,1
0427_0208978977_02_WRI-L2_M012.png,243,426,330,769,1
0427_0208978977_02_WRI-L2_M012.png,346,397,397,744,1
0427_0208978977_02_WRI-L2_M012.png,286,616,419,682,1
0427_0211985661_03_WRI-L1_M012.png,10,128,36,148,
0427_0211985661_03_WRI-L1_M012.png,96,518,187,592,
0427_0211985661_03_WRI-L1_M012.png,109,626,219,737,1
0427_0211985661_03_WRI-L1_M012.png,219,504,597,884,1
0427_0211985661_03_WRI-L1_M012.png,275,667,438,786,
0427_0211985661_03_WRI-L1_M012.png,406,644,456,984,
0427_0211985661_03_WRI-L1_M012.png,274,656,293,739,
0427_0211985701_03_WRI-L2_M012.png,23,25,54,97,
0427_0211985701_03_WRI-L2_M012.png,153,573,209,917,
0427_0211985701_03_WRI-L2_M012.png,247,568,269,898,
0427_0211985701_03_WRI-L2_M012.png,141,667,277,830,1
0427_0213026101_04_WRI-L1_M012.png,10,92,41,139,1
0427_0213026101_04_WRI-L1_M012.png,68,1302,92,1319,1
0427_0213026101_04_WRI-L1_M012.png,310,475,479,709,1
0427_0213026101_04_WRI-L1_M012.png,139,344,238,412,
0427_0213026101_04_WRI-L1_M012.png,147,461,249,567,
0427_0213026101_04_WRI-L1_M012.png,451,460,505,816,1
0427_0213026101_04_WRI-L1_M012.png,316,493,337,572,1
0427_0213026101_04_WRI-L1_M012.png,231,550,260,894,
0427_0213026128_04_WRI-L2_M012.png,0,1315,48,1440,
0427_0213026128_04_WRI-L2_M012.png,167,784,301,942,
0427_0213026128_04_WRI-L2_M012.png,270,761,343,897,
0427_0213026128_04_WRI-L2_M012.png,254,907,290,1106,1
0427_0213026128_04_WRI-L2_M012.png,167,857,191,1100,1
0428_0485523347_01_WRI-R1_F016.png,473,493,524,565,
0428_0485523347_01_WRI-R1_F016.png,142,201,243,322,
0428_0485523347_01_WRI-R1_F016.png,137,226,228,287,1
0428_0485523375_01_WRI-R2_F016.png,379,487,436,557,1
0428_0485523375_01_WRI-R2_F016.png,121,428,256,540,1
0428_0485523375_01_WRI-R2_F016.png,167,465,242,515,1
0429_0200898974_01_WRI-L1_M014.png,269,625,479,755,
0429_0200898974_01_WRI-L1_M014.png,274,694,333,902,
0429_0200898974_01_WRI-L1_M014.png,23,442,46,477,1
0429_0200898974_01_WRI-L1_M014.png,5,424,49,533,1
0429_0200898974_01_WRI-L1_M014.png,122,577,189,647,
0429_0200899017_02_WRI-L2_M014.png,230,657,397,751,
0429_0200899017_02_WRI-L2_M014.png,16,397,70,512,
0429_0200899017_02_WRI-L2_M014.png,235,668,291,934,
0429_0211110427_03_WRI-L1_M014.png,61,1083,122,1190,1
0429_0211110427_03_WRI-L1_M014.png,388,582,563,744,
0429_0211110427_03_WRI-L1_M014.png,373,614,447,830,
0429_0211110427_03_WRI-L1_M014.png,216,504,284,575,
0429_0211110470_03_WRI-L2_M014.png,251,50,282,100,
0429_0211110470_03_WRI-L2_M014.png,27,1150,74,1266,1
0429_0211110470_03_WRI-L2_M014.png,327,665,481,932,
0429_0211110470_03_WRI-L2_M014.png,333,666,379,954,
0429_0211352059_04_WRI-L1_M014.png,298,431,504,895,
0429_0211352059_04_WRI-L1_M014.png,39,325,58,358,
0429_0211352059_04_WRI-L1_M014.png,3,386,25,427,
0429_0211352059_04_WRI-L1_M014.png,273,548,511,635,
0429_0211352059_04_WRI-L1_M014.png,125,497,194,581,
0429_0211352120_04_WRI-L2_M014.png,19,295,46,334,1
0429_0211352120_04_WRI-L2_M014.png,176,585,333,687,
0429_0211352120_04_WRI-L2_M014.png,132,494,345,950,
0429_0211352120_04_WRI-L2_M014.png,67,128,229,504,
0429_0212385963_05_WRI-L1_M014.png,7,71,28,102,
0429_0212385963_05_WRI-L1_M014.png,274,428,536,549,1
0429_0212385963_05_WRI-L1_M014.png,153,395,221,483,1
0429_0212385963_05_WRI-L1_M014.png,323,352,517,810,1
0429_0212385998_05_WRI-L2_M014.png,180,557,351,684,1
0429_0212385998_05_WRI-L2_M014.png,560,83,591,124,1
0429_0212385998_05_WRI-L2_M014.png,141,473,362,927,1
0429_0214803440_06_WRI-L1_M014.png,294,518,566,649,1
0429_0214803440_06_WRI-L1_M014.png,93,283,114,309,1
0429_0214803440_06_WRI-L1_M014.png,16,334,159,366,1
0429_0214803440_06_WRI-L1_M014.png,182,401,279,485,1
0429_0214803440_06_WRI-L1_M014.png,322,469,541,882,
0429_0214803785_06_WRI-L2_M014.png,42,132,184,163,
0429_0214803785_06_WRI-L2_M014.png,125,185,150,216,
0429_0214803785_06_WRI-L2_M014.png,254,482,411,575,
0429_0214803785_06_WRI-L2_M014.png,195,358,439,812,1
0429_0239777879_07_WRI-L1_M015.png,73,650,114,719,1
0429_0239777879_07_WRI-L1_M015.png,179,623,248,704,1
0429_0239777879_07_WRI-L1_M015.png,348,587,536,1036,1
0429_0239777942_07_WRI-L1_M015.png,88,309,120,382,1
0429_0239777942_07_WRI-L1_M015.png,207,526,423,978,1
0430_0829478327_01_WRI-L1_F010.png,35,496,54,527,
0430_0829478327_01_WRI-L1_F010.png,3,781,39,800,
0430_0829478361_01_WRI-L2_F010.png,6,756,59,875,
0431_0450736043_01_WRI-L1_M009.png,12,332,85,455,
0431_0450736043_01_WRI-L1_M009.png,26,514,89,553,
0431_0450736074_01_WRI-L2_M009.png,6,190,75,308,
0431_0612615458_02_WRI-L1_M014.png,10,87,37,134,
0431_0612615480_02_WRI-L2_M014.png,9,81,32,118,
0432_0678716764_01_WRI-R1_F013.png,483,478,563,605,1
0432_0678716794_01_WRI-R2_F013.png,573,1335,673,1464,1
0433_0568134459_01_WRI-R1_M013.png,471,1040,558,1164,
0433_0568134520_01_WRI-R2_M013.png,424,1042,512,1159,1
0434_0917474396_01_WRI-L1_M012.png,13,594,52,667,1
0434_0917474396_01_WRI-L1_M012.png,283,568,413,687,1
0434_0917474432_01_WRI-L2_M012.png,81,134,108,178,
0434_0917474432_01_WRI-L2_M012.png,9,1092,28,1113,
0434_0917474432_01_WRI-L2_M012.png,167,625,265,757,
0435_0561037269_01_WRI-L1_F005.png,52,103,69,131,1
0435_0561037333_01_WRI-L2_F005.png,109,87,127,116,1
0436_0621485541_01_WRI-R2_M010.png,377,86,400,113,1
0436_0621485593_01_WRI-R1_M010.png,472,55,497,86,1
0437_1252397825_01_WRI-L1_M014.png,272,586,460,714,1
0437_1252397825_01_WRI-L1_M014.png,130,455,200,528,
0437_1252397825_01_WRI-L1_M014.png,47,349,98,418,
0437_1252397871_01_WRI-L2_M014.png,42,153,63,184,1
0437_1252397871_01_WRI-L2_M014.png,19,235,38,257,1
0437_1252397871_01_WRI-L2_M014.png,130,564,290,689,1
0437_1252397871_01_WRI-L2_M014.png,259,455,367,922,1
0438_1141589039_01_WRI-L1_F009.png,56,183,94,252,1
0438_1141589064_01_WRI-L2_F009.png,92,143,136,212,1
0439_0688438908_01_WRI-R1_F008.png,519,549,545,617,1
0439_0688438908_01_WRI-R1_F008.png,515,47,537,75,1
0439_0688438945_01_WRI-R2_F008.png,391,140,427,212,1
0439_0688438945_01_WRI-R2_F008.png,370,11,392,36,1
0440_0674020038_01_WRI-R1_F017.png,584,267,609,301,1
0440_0674020038_01_WRI-R1_F017.png,643,224,664,301,1
0440_0674020099_01_WRI-R2_F017.png,343,370,371,404,1
0440_0674020099_01_WRI-R2_F017.png,389,315,403,385,1
0441_0173552385_01_WRI-L1_M004.png,584,183,604,219,1
0441_0173552420_01_WRI-L2_M004.png,112,139,134,170,1
0442_1041950364_01_WRI-L1_F010.png,2,899,40,972,1
0442_1041950393_01_WRI-L2_F010.png,0,861,45,936,1
0443_1040194243_01_WRI-R1_F011.png,522,119,580,195,1
0443_1040194243_01_WRI-R1_F011.png,260,652,362,752,1
0443_1040194285_01_WRI-R2_F011.png,461,65,490,141,1
0443_1040194285_01_WRI-R2_F011.png,275,473,358,559,1
0443_1042134988_02_WRI-R1_F011.png,475,151,508,194,
0443_1042134988_02_WRI-R1_F011.png,206,666,304,775,1
0443_1042135013_03_WRI-R2_F011.png,406,103,457,180,1
0443_1042135013_03_WRI-R2_F011.png,257,708,335,790,1
0444_0876785282_01_WRI-L1_M011.png,184,456,245,523,1
0444_0876785282_01_WRI-L1_M011.png,588,890,616,924,1
0444_0876785282_01_WRI-L1_M011.png,351,626,453,697,
0444_0876785326_01_WRI-L2_M011.png,27,104,54,146,
0444_0876785326_01_WRI-L2_M011.png,143,536,235,609,
0444_0877380714_02_WRI-L1_M011.png,0,70,24,113,
0444_0877380714_02_WRI-L1_M011.png,306,648,421,703,
0444_0877380714_02_WRI-L1_M011.png,0,44,30,61,
0444_0877380714_02_WRI-L1_M011.png,108,501,178,567,
0444_0877380777_02_WRI-L2_M011.png,16,24,62,100,
0444_0877380777_02_WRI-L2_M011.png,174,688,271,751,1
0444_0878584122_03_WRI-L1_M011.png,240,535,350,621,1
0444_0878584122_03_WRI-L1_M011.png,5,459,23,489,1
0444_0878584122_03_WRI-L1_M011.png,73,377,138,430,1
0444_0878584122_03_WRI-L1_M011.png,242,536,260,716,1
0444_0878584262_03_WRI-L2_M011.png,28,17,72,92,1
0444_0878584262_03_WRI-L2_M011.png,171,522,262,590,
0444_0878584262_03_WRI-L2_M011.png,250,576,263,652,
0445_0607438821_01_WRI-R1_M014.png,59,391,79,420,1
0445_0607438853_01_WRI-R2_M014.png,338,896,433,1001,1
0446_0428578304_01_WRI-R1_M013.png,527,360,566,433,
0446_0428578304_01_WRI-R1_M013.png,433,231,492,290,
0446_0428578304_01_WRI-R1_M013.png,147,303,354,407,1
0446_0428578331_01_WRI-R2_M013.png,267,463,470,614,1
0446_0428578331_01_WRI-R2_M013.png,226,483,324,927,1
0446_0428578331_01_WRI-R2_M013.png,503,586,562,660,1
0446_0428582380_02_WRI-R1_M013.png,673,277,730,353,1
0446_0428582380_02_WRI-R1_M013.png,552,371,626,440,1
0446_0428582380_02_WRI-R1_M013.png,255,464,473,553,
0446_0428582417_02_WRI-R2_M013.png,550,37,604,110,
0446_0428582417_02_WRI-R2_M013.png,300,407,487,542,1
0446_0429235852_03_WRI-R1_M013.png,586,730,647,807,1
0446_0429235852_03_WRI-R1_M013.png,505,427,559,480,
0446_0429235852_03_WRI-R1_M013.png,211,470,412,579,1
0446_0429235896_03_WRI-R2_M013.png,199,464,397,605,1
0446_0429235896_03_WRI-R2_M013.png,425,858,474,929,1
0446_0429838326_04_WRI-R1_M013.png,513,1022,569,1095,1
0446_0429838326_04_WRI-R1_M013.png,123,564,337,678,1
0446_0429838326_04_WRI-R1_M013.png,420,509,484,564,1
0446_0429838377_04_WRI-R2_M013.png,287,434,470,581,1
0446_0429838377_04_WRI-R2_M013.png,482,608,520,658,1
0446_0429838377_04_WRI-R2_M013.png,504,1076,530,1150,1
0447_0399270312_01_WRI-R1_F011.png,530,845,616,964,1
0447_0399270338_01_WRI-R2_F011.png,388,789,476,908,1
0447_0399270378_01_WRI-L1_F011.png,6,939,68,1058,1
0447_0399270401_01_WRI-L2_F011.png,49,860,75,897,1
0447_0399270401_01_WRI-L2_F011.png,0,875,24,905,1
0448_0603641868_01_WRI-R1_F010.png,422,485,471,560,1
0448_0603641868_01_WRI-R1_F010.png,41,473,64,507,1
0448_0603641868_01_WRI-R1_F010.png,148,495,256,577,1
0448_0603641901_01_WRI-R2_F010.png,45,476,82,511,1
0448_0603641901_01_WRI-R2_F010.png,178,556,259,641,1
0448_0603641901_01_WRI-R2_F010.png,398,527,410,603,1
0449_0834396804_01_WRI-R1_M016.png,533,749,588,820,1
0449_0834396824_01_WRI-R2_M016.png,437,624,492,694,1
0449_0834396854_01_WRI-L1_M016.png,5,725,48,798,
0449_0834396875_01_WRI-L2_M016.png,7,731,54,794,
0450_0645760536_01_WRI-R1_M010.png,439,447,481,514,
0450_0645760565_01_WRI-R2_M010.png,369,384,411,454,
0451_0664088280_01_WRI-R1_M006.png,253,370,376,436,
0451_0664088280_01_WRI-R1_M006.png,408,411,481,462,
0451_0664088280_01_WRI-R1_M006.png,76,802,112,843,
0451_0664088327_01_WRI-R2_M006.png,154,513,271,563,1
0451_0664088327_01_WRI-R2_M006.png,215,551,287,596,
0451_0664088327_01_WRI-R2_M006.png,119,1012,157,1058,
0451_0664184898_02_WRI-L1_M006.png,173,454,294,514,1
0451_0664184898_02_WRI-L1_M006.png,63,471,137,509,1
0451_0664184898_02_WRI-L1_M006.png,265,884,291,924,
0451_0664184926_02_WRI-L2_M006.png,163,453,269,506,
0451_0664184926_02_WRI-L2_M006.png,74,878,102,917,
0451_0664184926_02_WRI-L2_M006.png,140,485,206,541,
0452_0672469190_01_WRI-R1_M011.png,564,492,625,561,1
0452_0672469190_01_WRI-R1_M011.png,229,520,364,604,1
0452_0672469212_01_WRI-R2_M011.png,496,248,558,318,
0452_0672469212_01_WRI-R2_M011.png,212,431,313,830,
0452_0672469212_01_WRI-R2_M011.png,268,497,381,575,1
0453_0517992717_01_WRI-R1_M017.png,476,1008,533,1127,1
0453_0517992740_01_WRI-R2_M017.png,360,1049,403,1163,1
0454_0866269206_01_WRI-R1_M016.png,467,1118,524,1230,1
0454_0866269206_01_WRI-R1_M016.png,209,511,397,593,
0454_0866269259_01_WRI-R2_M016.png,554,999,635,1111,1
0454_0866269259_01_WRI-R2_M016.png,312,536,438,623,1
0454_0868083841_02_WRI-R1_M016.png,394,356,468,446,1
0454_0868083841_02_WRI-R1_M016.png,444,840,507,955,
0454_0868083841_02_WRI-R1_M016.png,150,485,323,566,
0454_0868083874_02_WRI-R2_M016.png,404,906,470,1020,1
0454_0868083874_02_WRI-R2_M016.png,199,486,331,582,1
0454_0868083874_02_WRI-R2_M016.png,207,557,244,701,1
0455_1150226256_01_WRI-L1_M008.png,44,252,118,361,1
0455_1150226256_01_WRI-L1_M008.png,377,454,479,537,1
0455_1150226256_01_WRI-L1_M008.png,364,428,414,651,1
0455_1150226256_01_WRI-L1_M008.png,468,420,481,650,1
0455_1150226290_01_WRI-L2_M008.png,52,268,117,380,1
0455_1150226290_01_WRI-L2_M008.png,283,414,368,496,
0455_1150226290_01_WRI-L2_M008.png,261,365,302,693,
0456_0585114780_01_WRI-R1_M012.png,525,463,604,582,1
0456_0585114810_01_WRI-R2_M012.png,488,170,556,289,1
0457_1033174827_01_WRI-R1_F008.png,459,306,515,377,1
0457_1033174827_01_WRI-R1_F008.png,185,438,308,518,1
0457_1033174859_01_WRI-R2_F008.png,376,263,436,335,1
0457_1033174859_01_WRI-R2_F008.png,218,501,318,578,1
0457_1033179913_02_WRI-R1_F008.png,305,545,419,621,1
0457_1033179913_02_WRI-R1_F008.png,608,395,659,467,1
0457_1033179928_02_WRI-R2_F008.png,479,288,535,360,1
0457_1033179928_02_WRI-R2_F008.png,275,318,374,388,1
0457_1033832817_03_WRI-R1_F008.png,136,614,257,704,
0457_1033832817_03_WRI-R1_F008.png,410,508,440,577,1
0457_1033832817_03_WRI-R1_F008.png,8,75,37,110,
0457_1033832861_03_WRI-R2_F008.png,385,317,422,388,1
0457_1033832861_03_WRI-R2_F008.png,219,439,321,521,1
0457_1035643076_04_WRI-R1_F008.png,156,406,274,512,1
0457_1035643076_04_WRI-R1_F008.png,437,409,488,479,
0457_1035643127_04_WRI-R2_F008.png,326,275,376,345,1
0457_1035643127_04_WRI-R2_F008.png,172,431,276,531,
0457_1035643127_04_WRI-R2_F008.png,169,432,223,610,1
0458_1054495284_01_WRI-R1_M008.png,458,381,500,453,1
0458_1054495284_01_WRI-R1_M008.png,121,462,300,554,1
0458_1054495284_01_WRI-R1_M008.png,325,498,415,558,1
0458_1054495360_01_WRI-R2_M008.png,360,30,400,103,
0458_1054495360_01_WRI-R2_M008.png,132,454,261,549,1
0458_1055744818_02_WRI-R1_M008.png,619,429,661,499,1
0458_1055744818_02_WRI-R1_M008.png,180,432,373,537,1
0458_1055744818_02_WRI-R1_M008.png,406,490,493,556,1
0458_1055744851_02_WRI-R2_M008.png,465,95,514,169,1
0458_1055744851_02_WRI-R2_M008.png,180,367,343,453,1
0459_0181885702_01_WRI-R1_M006.png,41,852,66,882,1
0459_0181885785_01_WRI-R2_M006.png,103,179,133,215,1
0459_0181885785_01_WRI-R2_M006.png,230,391,344,468,1
0459_0182360969_02_WRI-R1_M006.png,478,109,557,218,1
0459_0182361051_03_WRI-R2_M006.png,466,100,538,206,1
0459_0182361051_03_WRI-R2_M006.png,214,323,334,410,1
0460_0480586924_01_WRI-R1_M011.png,398,948,488,1066,1
0460_0480586958_01_WRI-R2_M011.png,312,989,377,1103,1
0460_0480587009_02_WRI-L1_M011.png,19,1052,88,1173,
0460_0480587041_02_WRI-L2_M011.png,38,998,63,1036,
0460_0480587041_02_WRI-L2_M011.png,0,1068,40,1163,
0461_0303721136_01_WRI-R1_M014.png,662,271,731,387,
0461_0303721158_01_WRI-R2_M014.png,36,131,68,168,1
0461_0303721158_01_WRI-R2_M014.png,481,299,525,414,1
0461_0303721158_01_WRI-R2_M014.png,306,610,444,688,
0461_0305348251_02_WRI-R1_M014.png,571,383,639,502,
0461_0305348272_02_WRI-R2_M014.png,292,184,325,219,
0461_0305348272_02_WRI-R2_M014.png,452,393,464,442,
0461_0305348272_02_WRI-R2_M014.png,211,373,348,462,
0462_0215468579_01_WRI-L2_M010.png,153,296,174,329,
0462_0215468579_01_WRI-L2_M010.png,261,402,376,466,
0462_0215468618_01_WRI-L1_M010.png,141,410,163,441,
0462_0215468618_01_WRI-L1_M010.png,223,403,295,453,
0462_0215468618_01_WRI-L1_M010.png,184,73,228,97,
0462_0215468618_01_WRI-L1_M010.png,306,420,451,479,
0462_0216842156_02_WRI-L1_M010.png,178,392,319,457,
0462_0216842156_02_WRI-L1_M010.png,378,57,393,84,
